Medical_Term,Frequency
osteophyte,88
giving,88
soon,87
optic,87
transfusion,87
thickened,87
remote,87
drinking,87
goals,87
bruit,87
synthroid,87
performing,87
neuro,87
develop,87
thecal,87
prominences,87
severely,87
hallucis,87
allowing,87
selected,87
inner,86
disability,86
pus,86
driving,86
regimen,86
atrophic,86
grandmother,86
gastrostomy,86
syringe,86
toward,86
viable,86
retinal,86
late,86
seldinger,86
nonspecific,86
understand,86
asymmetry,85
begin,85
cartilaginous,85
met,85
represent,85
defects,85
thank,85
dermabond,85
application,85
radicular,85
uvula,85
penicillin,85
inpatient,85
babinski,85
cup,85
pancreatic,84
bicarbonate,84
stop,84
cat,84
language,84
suggest,84
monday,84
determine,84
entering,84
axilla,84
burr,84
elements,84
intractable,84
density,84
digoxin,84
judgment,84
list,84
elderly,84
ratio,84
ideation,84
regards,83
demerol,83
nitroglycerin,83
medium,83
shaver,83
kling,83
pneumoperitoneum,83
penrose,83
sphincter,83
opinion,83
injured,83
aspects,83
considered,83
mobility,83
occluded,83
severity,83
inverted,82
ectopic,82
stand,82
packs,82
mask,82
refer,82
hot,82
electrical,82
admit,82
refractory,82
subscapularis,82
necrotic,82
delayed,82
foods,82
tolerating,82
ambulation,82
gag,82
lift,82
trocars,82
perineum,82
confusion,82
thoracotomy,81
sacroiliac,81
periods,81
intramedullary,81
thinks,81
scans,81
moves,81
partner,81
pubic,81
insight,81
steroids,81
walker,81
testes,81
shaved,81
record,81
shoulders,81
heparinized,80
original,80
broad,80
ultimately,80
olympus,80
ibuprofen,80
viral,80
rise,80
naming,80
whole,80
exception,80
lines,80
source,80
add,80
longstanding,80
subperiosteal,80
rca,80
contractions,80
constant,80
sick,80
hemorrhagic,80
nail,79
follows,79
bactrim,79
uncovertebral,79
improving,79
gain,79
slowing,79
atelectasis,79
interview,79
gestation,79
remember,79
supraclavicular,79
deficiency,79
bones,79
bolus,79
energy,79
cns,79
accompanied,79
leave,79
antrum,79
adherent,79
embolism,79
poorly,79
meatus,78
gaze,78
percocet,78
metabolic,78
bruising,78
calcifications,78
pieces,78
fullness,78
judkins,78
model,78
briefly,78
bedside,78
staple,78
wearing,78
resume,78
turbinates,78
sexual,78
yellow,78
decompressed,78
drapes,78
introducer,78
pertinent,78
para,78
retinaculum,78
conjunctival,78
recorded,78
bue,78
spread,77
cannulate,77
retroperitoneal,77
pleura,77
consisted,77
drift,77
fractured,77
assessed,77
preserve,77
microscopic,77
muscular,77
read,77
happy,77
interbody,77
sized,77
sepsis,77
resect,77
ten,77
foreskin,77
uterosacral,77
plastic,77
pmi,77
cream,77
stain,77
education,77
often,77
employed,77
decreasing,77
coord,77
curettage,76
donor,76
rod,76
vitals,76
tightness,76
bid,76
managed,76
keeping,76
musculature,76
paracentesis,76
admitting,76
biliary,76
ventriculogram,76
cpap,76
background,76
colonoscope,76
fluent,76
tumors,76
jaundice,76
manual,76
circumferentially,76
laparoscopy,76
caries,76
dark,76
barium,76
group,76
nasolabial,76
traumatic,75
vancomycin,75
tubercle,75
schedule,75
synthes,75
fibers,75
achieve,75
scattered,75
lobes,75
arthrodesis,75
chiropractic,75
run,75
tendons,75
ability,75
films,75
sense,75
stereotactic,75
sequential,75
wave,75
smoker,75
suspect,75
gentle,75
lacerations,75
dull,75
neuropsychological,75
successfully,74
grafting,74
neutral,74
osteotome,74
reinserted,74
unusual,74
looking,74
option,74
target,74
arrival,74
instituted,74
experience,74
nothing,74
afternoon,74
synovitis,74
buttock,74
ever,74
uses,74
wet,74
radiology,74
basically,74
degeneration,74
groups,74
acetabulum,74
esophagitis,74
wants,74
endplate,74
lysis,74
spasm,73
decadron,73
metastasis,73
desired,73
pneumothorax,73
paresthesias,73
uihc,73
deviated,73
sexually,73
thereafter,73
voiding,73
fasciculations,73
leakage,73
watertight,73
massive,73
alternative,73
hpi,73
outlined,73
heartburn,73
members,73
ativan,73
effusions,73
sinusitis,72
friday,72
believes,72
program,72
invasion,72
auricular,72
acuity,72
comprehensive,72
deficit,72
temporary,72
troponin,72
elevate,72
adnexa,72
fiber,72
car,72
atherosclerotic,72
chondromalacia,72
easy,72
bursa,72
lipid,72
waves,72
bright,72
malleolus,72
kind,72
suggestion,72
malignant,72
angled,71
crp,71
pathologic,71
kocher,71
unresponsive,71
pericardium,71
multivitamin,71
hydrocele,71
urgency,71
larynx,71
withdrawal,71
mechanical,71
content,71
higher,71
adaptic,71
cocaine,71
prenatal,71
ileocecal,71
passing,71
exercises,71
cerebrovascular,71
relationship,71
evacuation,71
chair,71
intensity,71
buried,70
snare,70
recovered,70
interstitial,70
send,70
bloody,70
cystoscope,70
prosthesis,70
locally,70
concerning,70
glaucoma,70
postprocedure,70
initiated,70
freely,70
objects,70
bundle,70
implants,70
fired,70
individual,70
cuts,70
arthroscopy,70
scarpa,70
draining,70
tonsillectomy,70
therapeutic,70
something,70
dorsum,69
regional,69
habits,69
norvasc,69
circumference,69
iris,69
exiting,69
electrolytes,69
incomplete,69
colonic,69
regard,69
perrla,69
helped,69
entirely,69
ros,69
comparison,69
alkaline,69
forehead,69
inability,69
worker,69
deemed,69
retention,69
nystagmus,69
weighs,69
attending,69
continuing,69
localization,69
lightheadedness,69
cricoid,69
dome,68
nice,68
evoked,68
generator,68
grasp,68
trimmed,68
spacer,68
snoring,68
blue,68
february,68
indicating,68
properly,68
death,68
marking,68
retained,68
hemodynamic,68
exact,68
bending,68
perhaps,68
lymphatic,67
congenital,67
vertigo,67
infectious,67
diastolic,67
definitive,67
bands,67
indeed,67
clavicle,67
expressed,67
gone,67
scars,67
asleep,67
remain,67
accessory,67
rehab,67
luminal,67
concentration,67
lymphoma,67
arthrosis,66
rigid,66
skills,66
nephrostomy,66
scrubbed,66
spur,66
upright,66
containing,66
waist,66
rhinitis,66
consideration,66
various,66
bleed,66
mastoid,66
prescriptions,66
ochsner,66
ambulate,66
medicines,66
front,66
hypercholesterolemia,66
depth,66
ocular,66
added,66
temp,66
autologous,66
subcutaneously,66
lesser,66
acne,66
echo,66
catgut,66
audible,66
opposite,66
flexure,66
tibialis,65
dietary,65
visualize,65
deployed,65
wishes,65
urination,65
resolution,65
exploratory,65
sternum,65
stents,65
peroneal,65
crackles,65
occur,65
hospitalizations,65
wheelchair,65
subglottic,65
interested,65
symphysis,65
stump,65
brevis,65
incisional,65
packing,65
relieved,65
intervertebral,65
unsuccessful,65
word,65
definite,64
endometriosis,64
lymphocytes,64
impaired,64
incise,64
goes,64
thorough,64
sheaths,64
dad,64
dependent,64
skilled,64
magnesium,64
gurney,64
ventriculography,64
planes,64
ductus,64
drip,64
homicidal,64
radiating,64
pulley,64
methotrexate,64
fingerbreadths,64
yet,64
plates,64
suffered,64
irregularities,64
temporalis,64
colostomy,64
visits,64
blake,64
carina,64
patients,64
papillary,64
equally,64
infiltration,63
handed,63
mammogram,63
falls,63
capacity,63
passage,63
outer,63
circumcision,63
appreciate,63
insufflation,63
phosphatase,63
evacuated,63
trigger,63
self,63
horn,63
ptosis,63
heel,63
malignancy,63
smear,63
transesophageal,63
sooner,63
flexed,63
attack,63
equals,63
diamond,63
weightbearing,63
testicular,63
raising,63
suicide,63
bleeders,63
rolled,63
dropped,63
tuberosity,63
foramina,63
sponges,63
codeine,62
phone,62
lovenox,62
load,62
marker,62
reinforced,62
osteomyelitis,62
spect,62
structure,62
independently,62
psychological,62
ganglion,62
harvested,62
pda,62
apgars,62
percentile,62
dexon,62
stating,62
delay,62
redundant,62
protection,62
segments,62
ecg,62
aforementioned,62
patellofemoral,62
protonix,62
rbc,62
parathyroid,62
exacerbation,62
lavage,61
vitreous,61
hydronephrosis,61
rhf,61
locked,61
machine,61
drape,61
hoarseness,61
native,61
rue,61
subtle,61
dislocation,61
comprehension,61
peg,61
pfannenstiel,61
progressed,61
anal,61
nocturnal,61
methadone,61
sound,61
compromise,61
hopefully,61
cardiologist,61
irritable,61
samples,61
emergent,61
mediastinum,61
relative,61
assisted,61
words,61
wrap,61
intraarticular,61
arteriovenous,61
bronchial,60
insomnia,60
lowered,60
addressed,60
colace,60
dissecting,60
eustachian,60
interphalangeal,60
special,60
steel,60
soaked,60
elliptical,60
displacement,60
morbid,60
rare,60
fahrenheit,60
bases,60
pictures,60
sequentially,60
pedis,60
distant,60
advance,60
anterolateral,60
esr,60
folds,60
palm,60
landmarks,60
surgicel,60
thrombus,60
sat,60
emesis,60
hemodialysis,60
reevaluation,59
mandibular,59
cart,59
ligamentous,59
eminence,59
hemiparesis,59
fashioned,59
oil,59
sliding,59
lupus,59
grasper,59
progression,59
discontinue,59
parallel,59
basilar,59
aerobic,59
safely,59
tiny,59
psychomotor,59
reversed,59
milk,59
dictated,59
undergoing,59
icterus,59
global,59
oozing,59
metal,59
pupil,59
hygiene,59
variable,59
iodine,59
meniscal,59
huntington,59
ribs,59
segmental,59
shield,58
annulus,58
hips,58
shown,58
everything,58
atenolol,58
meq,58
enhancing,58
advancement,58
certain,58
pedicles,58
reverse,58
rongeurs,58
serous,58
ambulating,58
shortly,58
maximal,58
absence,58
paralysis,58
crest,58
glenohumeral,58
hemovac,58
affected,58
dissector,58
amniotic,58
cauterization,58
folic,58
angiographic,58
falling,58
projection,58
limitations,58
daytime,58
adverse,58
neutrophils,58
mci,58
compartments,57
pretty,57
radiographs,57
enzymes,57
infarct,57
spermatic,57
parenchyma,57
asa,57
pins,57
tightened,57
helpful,57
intermittently,57
ball,57
diverticulosis,57
consented,57
extracted,57
comminuted,57
extends,57
capsulotomy,57
repositioned,57
delusions,57
triceps,57
actual,57
requesting,57
indicate,57
brothers,57
real,57
paternal,57
assistant,57
chf,57
minimally,57
stenting,57
invasive,57
motrin,57
amputation,57
gentamicin,57
contributing,57
submitted,57
liquids,57
metformin,57
guarded,57
hit,56
terminated,56
hypokinesis,56
tones,56
pitocin,56
corrected,56
cirrhosis,56
tie,56
popliteal,56
extreme,56
passive,56
mesenteric,56
discrete,56
desiccation,56
similarly,56
bradycardia,56
occasions,56
illnesses,56
cardinal,56
neuroma,56
atypical,56
peptic,56
percent,56
agreement,56
burning,56
newly,56
noncontributory,56
effective,56
palsy,56
pulsatile,56
sheet,56
stabilized,56
omeprazole,56
lortab,56
colitis,56
agree,56
nervous,56
retroflexed,56
therapist,56
vestibular,56
keratome,56
ties,56
siblings,56
deformities,56
bad,56
relieve,55
bacterial,55
presently,55
attenuation,55
macular,55
adipose,55
anchor,55
bacteria,55
latency,55
weekend,55
radiographic,55
wear,55
necrosis,55
sounded,55
antibody,55
tolerance,55
cover,55
submental,55
hemorrhages,55
ascites,55
detailed,55
width,55
hematemesis,55
polypoid,55
enter,55
salt,55
totally,55
gerd,55
collecting,55
ethmoid,55
knows,55
mesothelioma,55
ldl,55
ligamentum,55
syncopal,55
mainly,55
edition,55
autograft,55
ask,55
becomes,55
phenergan,55
brainstem,55
rhinorrhea,55
sleeve,55
premature,55
stairs,55
positions,54
prevertebral,54
vesicouterine,54
coban,54
pallor,54
concentric,54
penetration,54
zyrtec,54
gadolinium,54
midas,54
htn,54
spells,54
gradual,54
irritation,54
granulation,54
transient,54
circulation,54
abds,54
descended,54
fast,54
supply,54
febrile,54
pushed,54
appendicitis,54
polyethylene,54
important,54
foraminotomies,54
mobilization,54
blurred,54
undersurface,54
draping,54
communication,54
ophthalmic,54
pads,54
computer,54
noncontrast,54
atmospheres,54
acoustic,54
supportive,54
cleft,53
amoxicillin,53
eom,53
rubber,53
rasp,53
buttocks,53
pylorus,53
lantus,53
maintaining,53
chosen,53
tapped,53
downgoing,53
checks,53
values,53
vertex,53
tends,53
adjusted,53
address,53
cath,53
rapidly,53
glenn,53
agent,53
vaginalis,53
varicose,53
tia,53
metallic,53
temporarily,53
organs,53
woke,53
incising,53
tearing,53
dosage,53
offered,53
threshold,52
lose,52
supraspinatus,52
retrobulbar,52
calcific,52
trendelenburg,52
glasses,52
myoview,52
plateau,52
pen,52
edematous,52
measure,52
brisk,52
dorsalis,52
dog,52
pinned,52
seminal,52
stick,52
originally,52
magnification,52
dartos,52
wax,52
prostatectomy,52
hyperemic,52
snack,52
aponeurosis,52
sphenoid,52
ulcerations,52
devices,52
pale,52
menstrual,52
deeper,52
performance,52
crohn,52
oscillating,52
reservoir,52
advair,52
valgus,52
duplex,52
bss,52
rhm,51
phase,51
cycles,51
maintenance,51
ventilator,51
insurance,51
confused,51
cardiomyopathy,51
myringotomy,51
subarachnoid,51
periphery,51
arrived,51
vacuum,51
recreational,51
anatomical,51
epicondyle,51
presumed,51
calm,51
arrest,51
products,51
hydrochlorothiazide,51
telemetry,51
excluded,51
transthoracic,51
cramping,51
shot,51
regularly,51
lids,51
tell,51
compressive,51
ramus,51
shaped,51
explanation,51
retractions,51
anus,51
retract,51
infundibulopelvic,51
random,51
ill,51
outflow,51
house,51
coreg,51
alternating,51
hematochezia,51
anteverted,50
towel,50
revealing,50
resolve,50
medtronic,50
dorsally,50
anxious,50
uptake,50
bunionectomy,50
benadryl,50
mark,50
globe,50
photophobia,50
esophagogastroduodenoscopy,50
intravenously,50
prominence,50
production,50
strokes,50
gated,50
dermatologic,50
engaged,50
cholecystitis,50
submandibular,50
pills,50
services,50
visually,50
urology,50
arise,50
myelopathy,50
tinnitus,50
pullback,50
chance,50
gastritis,50
babcock,50
nexium,50
lasting,50
seroquel,50
ureteropelvic,50
somnolent,50
capital,50
predominantly,50
undermined,50
mac,50
eomi,50
trochanter,50
keflex,50
flavum,50
ems,50
palmar,50
exactly,50
osteoporosis,50
nephrectomy,50
watch,50
curvature,49
diovan,49
lexapro,49
nocturia,49
balanced,49
guaiac,49
nearly,49
correlation,49
thoughts,49
rigidity,49
mastisol,49
triple,49
excisional,49
restarted,49
gotten,49
medically,49
hemiscrotum,49
anaerobic,49
commands,49
pull,49
contusion,49
potentially,49
strongly,49
sprain,49
belly,49
cartilages,49
tenotomy,49
overweight,49
dtrs,49
divorced,49
cutaneous,49
coagulated,49
pathological,49
clip,49
reciprocating,49
alzheimer,49
simply,49
spastic,49
weekly,49
participate,48
tasks,48
measurements,48
diffusely,48
fontan,48
strep,48
typical,48
big,48
mesoappendix,48
claritin,48
erosion,48
ostial,48
nevus,48
capsulorrhexis,48
takeoff,48
pillar,48
laxity,48
gia,48
torn,48
elbows,48
creation,48
hemodynamics,48
shoe,48
appendage,48
transurethral,48
ambien,48
writing,48
augmentation,48
ruled,48
portals,48
span,48
intracardiac,48
likewise,48
toprol,48
occupational,48
vulsellum,48
girl,48
driver,48
auscultated,48
unlikely,48
exudates,48
gastroscope,48
turn,48
prolapse,47
glidewire,47
zofran,47
standpoint,47
people,47
emotional,47
effacement,47
hospitalist,47
meantime,47
college,47
ended,47
awakening,47
green,47
valvular,47
centimeters,47
cad,47
naris,47
grandfather,47
wheeze,47
elicited,47
obviously,47
contacted,47
configuration,47
discussing,47
infiltrates,47
respond,47
protamine,47
padding,47
suffering,47
focus,47
postsurgical,47
furosemide,47
subcu,47
vac,47
sees,47
taped,47
pulling,47
undertaken,47
cysts,47
quadriceps,47
scissor,47
awoke,47
mainstem,47
carotids,47
cardioversion,47
plug,47
ventilation,47
verbally,47
happened,47
triangle,47
push,47
antebrachial,47
opportunity,47
agrees,47
suggests,47
sensing,46
unless,46
midclavicular,46
moment,46
flomax,46
talking,46
radius,46
seeds,46
fundi,46
stat,46
highly,46
nonweightbearing,46
vibration,46
ecchymosis,46
childhood,46
erythematous,46
contracted,46
dobutamine,46
skeletonized,46
hernias,46
instead,46
resulted,46
bowels,46
ambulatory,46
bmi,46
fill,46
latissimus,46
hammertoe,46
stripped,46
biopsied,46
toradol,46
intelligence,46
pet,46
sewn,46
fibrous,46
adenosine,46
drilling,46
counseled,46
diaphoresis,46
ataxia,46
shock,46
subluxation,46
lue,46
infused,46
avascular,46
cotton,46
walls,46
cholelithiasis,46
formal,46
emphysema,46
projections,46
mesentery,45
volts,45
ventricles,45
coverage,45
purchase,45
dermal,45
dilators,45
prophylactic,45
gums,45
turgor,45
laboratories,45
electrocardiogram,45
alcoholic,45
pound,45
oncology,45
behavioral,45
narrow,45
chordee,45
punch,45
duodenal,45
agitation,45
eats,45
dermis,45
missed,45
manually,45
wechsler,45
acl,45
stockinet,45
histology,45
